SSC_mark,SSC_Smoothed_Filtered_right_TA,SSC_Smoothed_Filtered_right_RF,SSC_Smoothed_Filtered_right_VM,SSC_Smoothed_Filtered_right_MG,SSC_Smoothed_Filtered_left_TA,SSC_Smoothed_Filtered_left_RF,SSC_Smoothed_Filtered_left_VM,SSC_Smoothed_Filtered_left_MG
0,66,71,64,80,74,84,71,45
0,59,73,68,76,75,80,70,44
0,61,86,75,73,84,71,67,49
0,62,83,69,70,80,61,73,46
0,66,65,74,78,71,60,66,40
0,69,61,75,76,63,58,63,34
0,73,70,75,77,61,48,47,31
0,80,76,74,69,54,40,44,32
0,80,70,61,74,55,32,45,38
0,87,52,51,70,48,38,61,34
0,85,36,48,71,63,51,75,45
0,82,47,46,65,65,53,81,55
0,83,54,46,64,67,63,74,56
0,75,52,47,61,68,57,58,56
0,64,50,52,53,64,62,55,50
0,47,48,65,48,59,61,50,53
0,42,49,69,53,66,55,54,54
0,53,50,65,59,63,46,65,56
0,65,53,66,71,56,36,53,47
0,71,53,73,76,44,29,54,42
0,75,46,75,76,36,31,40,30
0,71,48,72,72,45,38,33,27
0,77,41,65,85,56,42,46,27
0,86,40,59,80,66,54,54,35
0,88,42,55,82,64,60,68,41
0,82,42,53,71,67,62,69,55
0,71,39,49,56,56,57,65,52
0,68,44,45,49,51,47,57,59
0,68,47,41,50,52,46,47,58
0,69,56,47,50,70,40,46,60
0,65,62,58,55,78,39,54,57
0,63,60,66,66,72,47,58,59
0,64,60,70,74,62,49,60,49
0,70,53,66,70,46,53,51,45
0,83,46,60,76,44,42,41,30
0,83,52,56,81,47,35,38,28
0,73,55,54,84,42,40,41,30
0,71,53,55,87,50,39,54,33
0,64,48,52,79,51,51,68,41
0,71,53,51,61,60,50,67,51
0,66,57,38,46,62,48,60,56
0,59,58,42,38,56,48,49,58
0,52,57,46,41,56,58,50,61
0,54,50,53,42,59,55,46,55
0,61,51,61,40,63,51,50,55
0,63,48,65,58,66,43,42,44
0,52,46,63,60,53,33,41,30
0,53,41,65,61,45,37,34,25
0,49,36,62,58,42,41,35,25
0,55,34,62,64,43,43,37,32
0,56,41,54,76,47,53,44,30
0,63,47,42,77,61,52,56,31
0,63,52,44,68,66,54,63,35
0,61,53,45,47,55,46,52,34
0,58,51,43,35,36,36,45,36
0,58,51,47,37,37,33,40,42
0,66,46,49,44,36,36,42,59
0,73,55,63,45,51,36,42,65
0,79,56,73,38,55,37,38,62
0,85,57,67,36,51,42,36,43
0,75,51,62,38,40,42,37,37
0,63,39,62,39,30,43,37,33
0,47,45,59,47,32,43,34,29
0,47,52,55,57,40,49,45,28
0,56,54,34,74,47,56,58,31
0,69,55,32,76,58,56,67,36
0,75,48,33,64,58,52,66,39
0,63,49,41,52,47,46,59,36
0,69,49,40,41,46,58,45,42
0,67,42,38,37,40,69,43,42
0,65,42,34,39,53,71,29,49
0,62,45,42,50,58,64,29,54
0,56,49,51,61,54,45,34,54
0,61,50,59,73,53,32,39,47
0,72,46,63,57,39,37,46,41
0,81,43,59,45,35,47,41,27
0,82,42,52,45,32,42,36,28
0,75,43,50,54,27,45,42,26
0,71,42,42,72,42,40,54,30
0,65,43,42,74,52,45,67,30
0,59,48,43,76,47,47,77,34
0,56,59,47,60,42,39,65,42
0,46,54,54,56,36,34,58,44
0,51,48,49,52,33,34,43,39
0,46,37,46,53,30,30,37,45
0,57,37,47,45,32,34,37,47
0,55,35,48,43,31,34,36,53
0,58,42,53,39,42,35,38,46
0,53,44,57,50,38,37,41,33
0,61,42,62,46,38,34,40,26
0,72,36,57,60,45,36,36,22
0,77,34,54,63,55,33,36,18
0,64,39,43,74,67,37,43,26
0,58,45,45,70,61,39,51,36
0,54,39,44,54,49,54,50,51
0,49,47,41,37,39,57,46,57
0,52,45,32,29,34,60,40,48
0,53,53,29,36,39,58,39,55
0,50,57,33,38,38,53,35,51
0,67,56,44,38,42,49,35,63
0,66,59,54,33,34,49,38,55
0,68,59,61,32,23,43,41,42
0,58,50,65,36,23,37,41,28
0,64,51,64,49,33,33,37,25
0,73,45,55,56,42,30,40,27
0,81,44,44,77,49,35,47,34
0,82,48,41,88,52,39,61,44
0,70,44,46,77,57,48,61,40
0,71,50,50,66,54,48,63,41
0,67,50,45,48,42,45,55,39
0,59,37,39,43,35,41,43,36
0,60,34,37,50,32,38,44,47
0,63,43,39,41,31,32,40,55
0,69,53,46,45,26,27,50,63
0,57,49,59,50,20,30,52,46
0,62,44,62,63,23,36,51,33
0,64,35,55,76,27,39,55,21
0,73,31,55,86,41,40,54,25
